YEAR,STATE,SEX,AGE,REGISTRATIONS
2022,Pulau Pinang,female,0-12,22060
2022,Pulau Pinang,female,12-17,1451
2022,Pulau Pinang,female,18-24,567
2022,Pulau Pinang,female,25-29,509
2022,Pulau Pinang,female,30-34,514
2022,Pulau Pinang,female,35-39,452
2022,Pulau Pinang,female,40-44,420
2022,Pulau Pinang,female,45-49,359
2022,Pulau Pinang,female,50-54,285
2022,Pulau Pinang,female,55-59,322
2022,Pulau Pinang,female,60-64,393
2022,Pulau Pinang,female,65-69,372
2022,Pulau Pinang,female,70-74,377
2022,Pulau Pinang,female,75-79,233
2022,Pulau Pinang,female,80-84,162
2022,Pulau Pinang,female,85+,104
2022,Pulau Pinang,male,0-12,22719
2022,Pulau Pinang,male,12-17,1699
2022,Pulau Pinang,male,18-24,898
2022,Pulau Pinang,male,25-29,974
2022,Pulau Pinang,male,30-34,974
2022,Pulau Pinang,male,35-39,755
2022,Pulau Pinang,male,40-44,552
2022,Pulau Pinang,male,45-49,444
2022,Pulau Pinang,male,50-54,313
2022,Pulau Pinang,male,55-59,313
2022,Pulau Pinang,male,60-64,309
2022,Pulau Pinang,male,65-69,274
2022,Pulau Pinang,male,70-74,234
2022,Pulau Pinang,male,75-79,165
2022,Pulau Pinang,male,80-84,107
2022,Pulau Pinang,male,85+,49
2022,Sabah,female,0-12,9936
2022,Sabah,female,12-17,2110
2022,Sabah,female,18-24,1459
2022,Sabah,female,25-29,879
2022,Sabah,female,30-34,737
2022,Sabah,female,35-39,691
2022,Sabah,female,40-44,637
2022,Sabah,female,45-49,601
2022,Sabah,female,50-54,593
2022,Sabah,female,55-59,568
2022,Sabah,female,60-64,480
2022,Sabah,female,65-69,334
2022,Sabah,female,70-74,209
2022,Sabah,female,75-79,127
2022,Sabah,female,80-84,96
2022,Sabah,female,85+,48
2022,Sabah,male,0-12,10096
2022,Sabah,male,12-17,2130
2022,Sabah,male,18-24,1701
2022,Sabah,male,25-29,1068
2022,Sabah,male,30-34,901
2022,Sabah,male,35-39,788
2022,Sabah,male,40-44,717
2022,Sabah,male,45-49,638
2022,Sabah,male,50-54,546
2022,Sabah,male,55-59,484
2022,Sabah,male,60-64,463
2022,Sabah,male,65-69,321
2022,Sabah,male,70-74,229
2022,Sabah,male,75-79,119
2022,Sabah,male,80-84,83
2022,Sabah,male,85+,36
2022,Sarawak,female,0-12,30628
2022,Sarawak,female,12-17,2116
2022,Sarawak,female,18-24,664
2022,Sarawak,female,25-29,514
2022,Sarawak,female,30-34,483
2022,Sarawak,female,35-39,402
2022,Sarawak,female,40-44,412
2022,Sarawak,female,45-49,396
2022,Sarawak,female,50-54,417
2022,Sarawak,female,55-59,422
2022,Sarawak,female,60-64,398
2022,Sarawak,female,65-69,336
2022,Sarawak,female,70-74,202
2022,Sarawak,female,75-79,153
2022,Sarawak,female,80-84,68
2022,Sarawak,female,85+,41
2022,Sarawak,male,0-12,32038
2022,Sarawak,male,12-17,2279
2022,Sarawak,male,18-24,1235
2022,Sarawak,male,25-29,874
2022,Sarawak,male,30-34,787
2022,Sarawak,male,35-39,629
2022,Sarawak,male,40-44,612
2022,Sarawak,male,45-49,562
2022,Sarawak,male,50-54,518
2022,Sarawak,male,55-59,436
2022,Sarawak,male,60-64,355
2022,Sarawak,male,65-69,298
2022,Sarawak,male,70-74,196
2022,Sarawak,male,75-79,98
2022,Sarawak,male,80-84,48
2022,Sarawak,male,85+,33
2022,Selangor,female,0-12,91963
2022,Selangor,female,12-17,6742
2022,Selangor,female,18-24,2178
2022,Selangor,female,25-29,1691
2022,Selangor,female,30-34,1741
2022,Selangor,female,35-39,1817
2022,Selangor,female,40-44,1590
2022,Selangor,female,45-49,1232
2022,Selangor,female,50-54,1112
2022,Selangor,female,55-59,913
2022,Selangor,female,60-64,1059
2022,Selangor,female,65-69,1012
2022,Selangor,female,70-74,844
2022,Selangor,female,75-79,578
2022,Selangor,female,80-84,409
2022,Selangor,female,85+,301
2022,Selangor,male,0-12,95653
2022,Selangor,male,12-17,7395
2022,Selangor,male,18-24,3658
2022,Selangor,male,25-29,3681
2022,Selangor,male,30-34,3464
2022,Selangor,male,35-39,3103
2022,Selangor,male,40-44,2380
2022,Selangor,male,45-49,1484
2022,Selangor,male,50-54,1126
2022,Selangor,male,55-59,884
2022,Selangor,male,60-64,783
2022,Selangor,male,65-69,671
2022,Selangor,male,70-74,544
2022,Selangor,male,75-79,361
2022,Selangor,male,80-84,242
2022,Selangor,male,85+,145
2022,Terengganu,female,0-12,4318
2022,Terengganu,female,12-17,739
2022,Terengganu,female,18-24,253
2022,Terengganu,female,25-29,158
2022,Terengganu,female,30-34,126
2022,Terengganu,female,35-39,149
2022,Terengganu,female,40-44,139
2022,Terengganu,female,45-49,141
2022,Terengganu,female,50-54,200
2022,Terengganu,female,55-59,234
2022,Terengganu,female,60-64,210
2022,Terengganu,female,65-69,156
2022,Terengganu,female,70-74,91
2022,Terengganu,female,75-79,47
2022,Terengganu,female,80-84,17
2022,Terengganu,female,85+,16
2022,Terengganu,male,0-12,4454
2022,Terengganu,male,12-17,798
2022,Terengganu,male,18-24,434
2022,Terengganu,male,25-29,342
2022,Terengganu,male,30-34,351
2022,Terengganu,male,35-39,295
2022,Terengganu,male,40-44,311
2022,Terengganu,male,45-49,210
2022,Terengganu,male,50-54,179
2022,Terengganu,male,55-59,165
2022,Terengganu,male,60-64,158
2022,Terengganu,male,65-69,132
2022,Terengganu,male,70-74,95
2022,Terengganu,male,75-79,46
2022,Terengganu,male,80-84,13
2022,Terengganu,male,85+,5
2022,W.P. Kuala Lumpur,female,0-12,34827
2022,W.P. Kuala Lumpur,female,12-17,2074
2022,W.P. Kuala Lumpur,female,18-24,947
2022,W.P. Kuala Lumpur,female,25-29,933
2022,W.P. Kuala Lumpur,female,30-34,954
2022,W.P. Kuala Lumpur,female,35-39,863
2022,W.P. Kuala Lumpur,female,40-44,737
2022,W.P. Kuala Lumpur,female,45-49,500
2022,W.P. Kuala Lumpur,female,50-54,396
2022,W.P. Kuala Lumpur,female,55-59,373
2022,W.P. Kuala Lumpur,female,60-64,409
2022,W.P. Kuala Lumpur,female,65-69,348
2022,W.P. Kuala Lumpur,female,70-74,361
2022,W.P. Kuala Lumpur,female,75-79,259
2022,W.P. Kuala Lumpur,female,80-84,166
2022,W.P. Kuala Lumpur,female,85+,134
2022,W.P. Kuala Lumpur,male,0-12,36193
2022,W.P. Kuala Lumpur,male,12-17,2348
2022,W.P. Kuala Lumpur,male,18-24,1390
2022,W.P. Kuala Lumpur,male,25-29,1447
2022,W.P. Kuala Lumpur,male,30-34,1514
2022,W.P. Kuala Lumpur,male,35-39,1182
2022,W.P. Kuala Lumpur,male,40-44,978
2022,W.P. Kuala Lumpur,male,45-49,621
2022,W.P. Kuala Lumpur,male,50-54,500
2022,W.P. Kuala Lumpur,male,55-59,376
2022,W.P. Kuala Lumpur,male,60-64,363
2022,W.P. Kuala Lumpur,male,65-69,296
2022,W.P. Kuala Lumpur,male,70-74,250
2022,W.P. Kuala Lumpur,male,75-79,153
2022,W.P. Kuala Lumpur,male,80-84,105
2022,W.P. Kuala Lumpur,male,85+,69
2022,W.P. Labuan,female,0-12,749
2022,W.P. Labuan,female,12-17,95
2022,W.P. Labuan,female,18-24,59
2022,W.P. Labuan,female,25-29,30
2022,W.P. Labuan,female,30-34,44
2022,W.P. Labuan,female,35-39,36
2022,W.P. Labuan,female,40-44,19
2022,W.P. Labuan,female,45-49,28
2022,W.P. Labuan,female,50-54,40
2022,W.P. Labuan,female,55-59,30
2022,W.P. Labuan,female,60-64,23
2022,W.P. Labuan,female,65-69,18
2022,W.P. Labuan,female,70-74,13
2022,W.P. Labuan,female,75-79,9
2022,W.P. Labuan,female,80-84,5
2022,W.P. Labuan,female,85+,2
2022,W.P. Labuan,male,0-12,843
2022,W.P. Labuan,male,12-17,90
2022,W.P. Labuan,male,18-24,82
2022,W.P. Labuan,male,25-29,46
2022,W.P. Labuan,male,30-34,35
2022,W.P. Labuan,male,35-39,31
2022,W.P. Labuan,male,40-44,38
2022,W.P. Labuan,male,45-49,27
2022,W.P. Labuan,male,50-54,35
2022,W.P. Labuan,male,55-59,17
2022,W.P. Labuan,male,60-64,19
2022,W.P. Labuan,male,65-69,14
2022,W.P. Labuan,male,70-74,9
2022,W.P. Labuan,male,75-79,6
2022,W.P. Labuan,male,80-84,4
2022,W.P. Labuan,male,85+,0
2022,W.P. Putrajaya,female,0-12,3647
2022,W.P. Putrajaya,female,12-17,157
2022,W.P. Putrajaya,female,18-24,16
2022,W.P. Putrajaya,female,25-29,12
2022,W.P. Putrajaya,female,30-34,15
2022,W.P. Putrajaya,female,35-39,24
2022,W.P. Putrajaya,female,40-44,28
2022,W.P. Putrajaya,female,45-49,11
2022,W.P. Putrajaya,female,50-54,10
2022,W.P. Putrajaya,female,55-59,7
2022,W.P. Putrajaya,female,60-64,6
2022,W.P. Putrajaya,female,65-69,11
2022,W.P. Putrajaya,female,70-74,8
2022,W.P. Putrajaya,female,75-79,2
2022,W.P. Putrajaya,female,80-84,5
2022,W.P. Putrajaya,female,85+,1
2022,W.P. Putrajaya,male,0-12,3842
2022,W.P. Putrajaya,male,12-17,162
2022,W.P. Putrajaya,male,18-24,31
2022,W.P. Putrajaya,male,25-29,31
2022,W.P. Putrajaya,male,30-34,35
2022,W.P. Putrajaya,male,35-39,28
2022,W.P. Putrajaya,male,40-44,26
2022,W.P. Putrajaya,male,45-49,5
2022,W.P. Putrajaya,male,50-54,5
2022,W.P. Putrajaya,male,55-59,5
2022,W.P. Putrajaya,male,60-64,5
2022,W.P. Putrajaya,male,65-69,1
2022,W.P. Putrajaya,male,70-74,3
2022,W.P. Putrajaya,male,75-79,2
2022,W.P. Putrajaya,male,80-84,0
2022,W.P. Putrajaya,male,85+,1
